counterparty_id,amendment_count_24m,obligation_count,schedule_count,contract_start_date,contract_end_date
VEN-00516,2,24,7,31/08/2025,01/12/2026
VEN-00517,3,31,4,02/07/2019,01/06/2026
VEN-00518,1,29,1,31/08/2024,01/12/2030
VEN-00519,1,29,6,30/01/2017,02/05/2029
VEN-00520,2,32,4,01/04/2021,31/12/2026
VEN-00521,3,23,4,01/07/2021,02/07/2026
VEN-00522,2,30,5,01/07/2025,01/04/2030
VEN-00523,3,24,4,01/12/2022,01/06/2029
VEN-00524,1,38,2,01/10/2025,02/05/2029
VEN-00525,1,28,3,31/10/2024,31/08/2025
VEN-00526,1,24,6,01/03/2020,31/10/2030
VEN-00527,3,27,4,30/01/2021,01/11/2027
VEN-00528,2,28,3,01/05/2020,01/06/2029
VEN-00529,1,22,3,01/12/2017,02/05/2026
VEN-00530,0,20,5,01/12/2017,31/10/2028
VEN-00531,2,23,7,02/03/2017,31/10/2025
VEN-00532,0,20,4,02/03/2025,01/12/2027
VEN-00533,2,21,4,01/04/2025,01/09/2026
VEN-00534,4,24,4,31/12/2016,31/12/2027
VEN-00535,1,28,8,01/04/2017,01/04/2030
VEN-00536,4,32,9,01/10/2025,01/05/2025
VEN-00537,1,37,3,31/08/2025,01/12/2027
VEN-00538,1,29,3,01/12/2022,31/12/2030
VEN-00539,4,19,4,01/07/2020,01/12/2030
VEN-00540,0,25,1,01/07/2025,01/08/2028
VEN-00541,2,28,4,01/07/2021,30/01/2029
VEN-00542,0,25,5,02/07/2023,31/08/2028
VEN-00543,2,26,4,30/09/2016,01/12/2027
VEN-00544,3,33,4,31/10/2017,02/05/2026
VEN-00545,1,22,6,30/09/2020,01/12/2029
VEN-00546,2,33,2,31/08/2024,01/10/2027
VEN-00547,1,22,5,02/05/2023,02/05/2030
VEN-00548,0,31,2,01/12/2023,01/08/2026
VEN-00549,4,30,3,01/05/2017,01/06/2026
VEN-00550,1,33,2,01/11/2019,01/08/2026
VEN-00551,1,25,2,02/07/2022,31/12/2028
VEN-00552,3,37,5,01/10/2025,01/06/2028
VEN-00553,3,26,9,31/08/2017,30/01/2029
VEN-00554,1,25,3,01/12/2019,01/09/2026
VEN-00555,2,22,4,01/08/2023,02/05/2027
VEN-00556,1,33,4,31/12/2016,30/01/2029
VEN-00557,2,24,3,01/06/2018,01/03/2028
VEN-00558,1,29,6,01/04/2025,01/06/2027
VEN-00559,1,18,6,01/12/2025,02/03/2027
VEN-00560,3,27,3,01/12/2025,01/06/2027
VEN-00561,2,22,3,02/04/2023,01/12/2026
VEN-00562,2,24,4,01/12/2021,02/05/2029
VEN-00563,0,36,11,31/08/2016,01/04/2026
VEN-00564,1,25,6,01/07/2017,02/03/2029
VEN-00565,2,26,5,01/01/2016,01/10/2025
VEN-00566,5,21,7,01/08/2016,01/08/2027
VEN-00567,1,29,3,01/12/2025,01/03/2028
VEN-00568,3,32,4,01/12/2017,31/08/2030
VEN-00569,1,26,3,30/09/2016,30/01/2029
VEN-00570,2,22,5,02/07/2019,02/03/2027
VEN-00571,1,24,8,01/05/2016,01/06/2027
VEN-00572,1,26,4,31/08/2021,01/06/2029
VEN-00573,4,22,6,30/01/2018,01/04/2030
VEN-00574,3,23,3,30/01/2018,31/10/2029
VEN-00575,5,29,1,01/09/2023,02/07/2030
VEN-00576,3,21,3,01/06/2018,01/08/2026
VEN-00577,1,27,3,02/03/2021,31/01/2028
VEN-00578,1,34,3,31/01/2024,31/12/2027
VEN-00579,2,22,2,30/11/2024,01/09/2027
VEN-00580,3,34,3,31/10/2018,01/06/2025
VEN-00581,2,30,3,31/10/2017,01/08/2026
VEN-00582,4,24,5,31/12/2017,02/03/2027
VEN-00583,1,26,7,01/04/2016,01/09/2027
VEN-00584,3,20,4,30/11/2016,31/10/2026
VEN-00585,2,26,5,31/01/2024,02/05/2027
VEN-00586,2,33,3,01/09/2018,01/10/2029
VEN-00587,1,32,9,01/10/2023,02/03/2027
VEN-00588,0,24,3,01/09/2018,01/08/2026
VEN-00589,1,21,3,31/08/2021,31/12/2027
VEN-00590,1,27,9,30/11/2016,01/06/2025
VEN-00591,0,34,2,30/09/2024,01/08/2026
VEN-00592,3,40,6,01/01/2024,01/06/2025
VEN-00593,3,22,1,01/10/2019,31/08/2025
VEN-00594,0,31,7,01/06/2020,31/08/2029
VEN-00595,2,25,5,01/05/2017,01/06/2025
VEN-00596,1,30,5,31/12/2016,30/01/2026
VEN-00597,3,24,5,02/05/2023,02/05/2026
VEN-00598,3,18,4,01/09/2019,31/12/2028
VEN-00599,1,27,6,01/06/2018,02/03/2027
VEN-00600,3,26,3,31/08/2016,01/06/2026
VEN-00601,4,36,5,01/06/2022,01/07/2029
VEN-00602,2,26,3,01/06/2025,01/08/2026
VEN-00603,3,17,5,01/06/2022,31/08/2030
VEN-00604,1,28,3,01/11/2023,01/12/2029
VEN-00605,2,23,6,01/07/2025,02/05/2030
VEN-00606,2,30,4,01/10/2023,01/04/2029
VEN-00607,2,26,4,01/01/2024,01/12/2026
VEN-00608,2,22,2,02/03/2025,30/01/2029
VEN-00609,3,23,4,01/04/2018,31/08/2029
VEN-00610,2,18,3,01/10/2019,31/08/2030
VEN-00611,3,34,4,01/06/2024,01/08/2025
VEN-00612,3,31,3,01/12/2021,02/05/2030
VEN-00613,1,29,3,01/08/2017,01/12/2029
VEN-00614,0,27,4,02/07/2023,02/03/2030
VEN-00615,2,16,1,01/08/2023,01/06/2026
VEN-00616,3,23,2,01/09/2018,30/01/2026
VEN-00617,5,25,4,31/12/2021,30/01/2029
VEN-00618,0,29,5,02/03/2019,01/04/2026
VEN-00619,2,29,3,01/01/2024,02/05/2026
VEN-00620,0,38,2,01/08/2025,01/12/2030
VEN-00621,1,28,4,01/08/2020,02/07/2030
VEN-00622,1,19,4,01/08/2021,01/08/2028
VEN-00623,4,38,3,01/07/2017,31/12/2028
VEN-00624,1,23,2,01/10/2018,01/06/2028
VEN-00625,2,28,4,01/08/2022,01/08/2029
VEN-00626,2,17,8,30/11/2024,01/03/2028
VEN-00627,1,29,3,01/07/2020,31/10/2028
VEN-00628,2,36,3,31/12/2017,01/07/2029
VEN-00629,3,21,4,01/12/2022,31/10/2029
VEN-00630,3,27,4,01/11/2019,30/09/2028
VEN-00631,1,30,4,31/08/2025,01/08/2029
VEN-00632,1,27,5,01/10/2018,02/03/2026
VEN-00633,1,19,7,01/08/2017,01/08/2025
VEN-00634,0,33,3,01/06/2023,01/12/2025
VEN-00635,0,35,5,02/04/2019,01/08/2029
VEN-00636,1,26,3,02/07/2018,31/12/2026
VEN-00637,2,20,3,01/08/2023,31/10/2029
VEN-00638,1,27,3,01/04/2024,02/05/2030
VEN-00639,1,29,5,30/01/2022,02/05/2029
VEN-00640,2,29,3,01/05/2017,01/08/2027
VEN-00641,3,25,4,01/04/2022,01/12/2025
VEN-00642,2,33,4,01/12/2023,02/05/2030
VEN-00643,1,27,3,31/01/2023,02/04/2027
VEN-00644,1,26,6,02/04/2023,01/08/2028
VEN-00645,0,34,3,31/08/2020,01/06/2029
VEN-00646,1,24,7,02/04/2019,31/08/2030
VEN-00647,3,25,2,02/04/2023,01/04/2028
VEN-00648,0,25,2,01/08/2022,01/06/2030
VEN-00649,3,30,2,30/01/2021,01/07/2029
VEN-00650,2,23,6,31/10/2022,01/06/2027
VEN-00651,1,23,2,01/06/2021,02/05/2027
VEN-00652,1,30,2,01/05/2025,01/07/2028
VEN-00653,1,25,7,02/03/2022,01/06/2029
VEN-00654,6,25,5,01/10/2017,02/05/2029
VEN-00655,3,27,3,01/08/2021,01/07/2029
VEN-00656,2,21,6,02/05/2021,01/08/2025
VEN-00657,2,35,3,01/12/2019,01/10/2027
VEN-00658,3,21,6,31/12/2021,01/04/2026
VEN-00659,2,22,4,01/10/2021,01/07/2025
VEN-00660,1,34,4,02/07/2023,01/07/2029
VEN-00661,1,37,4,01/06/2018,31/12/2030
VEN-00662,1,29,3,01/06/2020,01/08/2030
VEN-00663,2,28,4,31/10/2025,02/05/2030
VEN-00664,2,19,5,01/05/2020,31/12/2026
VEN-00665,1,31,4,02/05/2022,02/03/2026
VEN-00666,1,26,4,01/12/2025,01/08/2027
VEN-00667,3,26,7,30/11/2020,01/11/2027
VEN-00668,0,19,4,30/01/2025,02/05/2030
VEN-00669,1,26,4,01/01/2024,02/03/2027
VEN-00670,3,30,3,01/11/2019,31/10/2026
VEN-00671,4,28,2,31/10/2020,01/12/2030
VEN-00672,1,32,2,31/01/2023,01/08/2030
VEN-00673,1,26,3,01/04/2017,01/06/2029
VEN-00674,1,23,10,31/01/2016,30/01/2026
VEN-00675,0,29,4,31/12/2024,01/07/2028
VEN-00676,5,16,2,02/07/2023,01/10/2026
VEN-00677,2,28,2,01/12/2025,02/03/2026
VEN-00678,1,29,3,01/06/2024,01/07/2025
VEN-00679,4,25,8,02/05/2022,02/03/2027
VEN-00680,3,26,7,01/07/2025,31/10/2025
VEN-00681,2,25,4,30/09/2016,31/10/2025
VEN-00682,4,24,7,31/01/2019,01/10/2026
VEN-00683,0,37,3,02/03/2025,31/12/2027
VEN-00684,0,25,3,31/01/2023,30/01/2029
VEN-00685,4,32,2,31/10/2018,01/04/2030
VEN-00686,3,19,7,02/04/2023,01/06/2026
VEN-00687,1,27,3,02/03/2021,31/10/2029
VEN-00688,1,30,5,31/10/2024,31/08/2030
VEN-00689,4,32,4,01/05/2017,01/10/2029
VEN-00690,2,23,4,01/06/2025,02/05/2027
VEN-00691,0,26,5,31/12/2024,31/01/2027
VEN-00692,1,26,4,01/09/2023,01/04/2028
VEN-00693,1,32,6,02/05/2022,30/01/2030
VEN-00694,0,24,3,31/12/2021,30/01/2029
VEN-00695,2,30,4,31/01/2019,01/12/2027
VEN-00696,4,26,1,02/05/2019,30/01/2026
VEN-00697,2,36,2,01/12/2025,02/03/2029
VEN-00698,2,24,3,30/11/2024,01/04/2029
VEN-00699,0,20,6,01/10/2022,01/03/2028
VEN-00700,3,22,4,02/05/2022,31/12/2025
VEN-00701,1,26,2,01/04/2018,01/11/2027
VEN-00702,1,32,5,01/01/2016,30/01/2030
VEN-00703,0,29,6,01/06/2023,01/10/2030
VEN-00704,7,32,4,02/03/2019,31/01/2028
VEN-00705,1,26,7,02/04/2023,02/03/2030
VEN-00706,1,22,2,01/01/2016,31/10/2025
VEN-00707,2,28,1,01/10/2019,31/08/2025
VEN-00708,2,27,3,02/03/2025,02/05/2029
VEN-00709,0,32,4,31/12/2024,01/12/2030
VEN-00710,2,18,5,01/12/2021,01/10/2025
VEN-00711,1,20,3,01/07/2021,02/03/2026
VEN-00712,4,27,1,01/09/2023,01/12/2030
VEN-00713,3,25,7,02/03/2025,31/10/2030
VEN-00714,3,33,6,01/08/2016,01/12/2027
VEN-00715,1,28,2,31/01/2019,01/07/2025
VEN-00716,1,19,3,30/11/2016,02/07/2027
VEN-00717,3,21,4,31/01/2023,02/03/2029
VEN-00718,1,31,3,01/04/2020,31/01/2027
VEN-00719,0,29,5,01/08/2019,02/03/2027
VEN-00720,4,19,3,01/12/2022,01/12/2027
VEN-00721,1,25,4,02/07/2019,01/12/2027
VEN-00722,3,36,8,01/07/2020,01/10/2029
VEN-00723,2,30,5,01/06/2017,01/03/2028
VEN-00724,2,32,4,01/04/2017,01/04/2028
VEN-00725,4,35,3,31/08/2016,01/09/2027
VEN-00726,0,27,3,01/04/2020,31/12/2028
VEN-00727,2,21,4,01/06/2025,02/05/2029
VEN-00728,1,26,7,02/05/2018,01/08/2025
VEN-00729,2,21,4,31/10/2021,01/07/2025
VEN-00730,2,28,4,31/01/2019,02/03/2030
VEN-00731,3,22,6,02/04/2019,01/08/2025
VEN-00732,0,26,2,31/12/2024,01/05/2028
VEN-00733,1,38,5,31/01/2024,30/01/2030
VEN-00734,4,25,6,01/06/2018,01/05/2028
VEN-00735,1,23,3,01/06/2020,31/10/2025
VEN-00736,3,32,4,01/11/2023,01/10/2026
VEN-00737,2,34,4,01/06/2017,02/03/2026
VEN-00738,2,29,4,01/04/2017,01/10/2025
VEN-00739,2,23,5,01/10/2023,02/05/2027
VEN-00740,2,27,6,31/10/2022,02/04/2027
VEN-00741,2,28,2,01/01/2024,30/01/2029
VEN-00742,1,30,2,01/05/2020,31/12/2029
VEN-00743,2,35,5,01/04/2018,01/08/2028
VEN-00744,1,37,3,31/01/2023,01/06/2028
VEN-00745,3,25,3,01/10/2025,01/12/2029
VEN-00746,1,33,4,31/10/2025,31/10/2026
VEN-00747,3,21,4,02/05/2023,31/12/2027
VEN-00748,1,35,2,02/03/2018,31/08/2028
VEN-00749,4,36,2,02/05/2022,01/12/2029
VEN-00750,1,30,4,31/10/2018,02/05/2027
VEN-00751,0,23,6,30/11/2016,01/03/2028
VEN-00752,0,29,3,30/09/2016,01/08/2026
VEN-00753,2,22,3,31/10/2022,31/01/2027
VEN-00754,3,25,3,01/04/2020,01/08/2029
VEN-00755,1,32,1,01/09/2018,02/03/2030
VEN-00756,3,28,1,31/01/2024,01/04/2026
VEN-00757,1,35,5,31/12/2018,31/12/2030
VEN-00758,0,30,5,01/04/2024,31/08/2028
VEN-00759,1,27,5,01/05/2020,31/12/2030
VEN-00760,1,24,2,30/01/2022,01/07/2029
VEN-00761,1,29,3,02/03/2022,31/12/2025
VEN-00762,0,20,3,31/08/2022,31/08/2025
VEN-00763,3,26,4,30/01/2021,02/07/2030
VEN-00764,2,26,6,01/12/2021,02/05/2029
VEN-00765,1,25,5,02/05/2023,01/04/2030
VEN-00766,1,25,6,01/10/2023,01/05/2025
VEN-00767,2,26,4,30/01/2021,02/03/2026
VEN-00768,0,27,3,31/01/2016,31/12/2029
VEN-00769,0,18,2,01/06/2019,02/03/2030
VEN-00770,1,34,2,30/01/2025,01/12/2026
VEN-00771,1,23,3,01/04/2025,31/12/2030
VEN-00772,6,27,4,01/08/2018,02/03/2026
VEN-00773,1,20,1,01/07/2020,31/01/2027
VEN-00774,2,29,2,01/04/2020,31/12/2025
VEN-00775,4,23,2,01/04/2022,01/08/2028
VEN-00776,4,31,6,01/06/2020,01/11/2027
VEN-00777,3,25,3,31/01/2020,30/09/2028
VEN-00778,1,32,7,01/11/2019,01/12/2026
VEN-00779,6,25,6,01/07/2016,01/05/2028
VEN-00780,0,19,6,30/11/2016,31/12/2027
VEN-00781,1,24,5,01/08/2017,01/12/2026
VEN-00782,1,20,5,02/03/2019,02/03/2030
VEN-00783,4,26,7,31/01/2019,01/04/2030
VEN-00784,0,33,3,02/04/2023,01/12/2025
VEN-00785,1,25,4,01/05/2017,31/12/2026
VEN-00786,3,22,5,02/04/2023,01/10/2026
VEN-00787,0,21,3,30/09/2024,01/12/2026
VEN-00788,2,35,7,31/08/2017,01/12/2025
VEN-00789,3,32,4,31/10/2021,02/07/2027
VEN-00790,2,25,2,02/03/2021,30/11/2028
VEN-00791,2,24,4,01/09/2019,01/06/2027
VEN-00792,3,15,5,01/12/2018,31/10/2028
VEN-00793,1,21,3,02/03/2025,31/08/2025
VEN-00794,2,34,4,02/03/2022,02/03/2030
VEN-00795,0,27,6,30/01/2018,01/04/2028
VEN-00796,3,26,3,01/08/2018,01/07/2029
VEN-00797,1,31,6,01/09/2019,31/01/2028
VEN-00798,1,29,2,01/10/2021,02/05/2029
VEN-00799,2,27,3,01/06/2022,01/07/2028
VEN-00800,2,20,4,31/12/2020,01/04/2026
VEN-00801,1,23,6,01/03/2024,01/08/2026
VEN-00802,2,23,4,31/08/2016,31/12/2029
VEN-00803,3,26,3,31/01/2024,02/04/2027
VEN-00804,2,25,7,31/12/2020,01/05/2025
VEN-00805,2,20,2,01/06/2018,01/05/2028
VEN-00806,4,23,2,01/10/2023,01/06/2029
VEN-00807,2,28,8,31/01/2016,02/03/2030
VEN-00808,2,32,4,31/08/2020,31/12/2029
VEN-00809,1,31,2,01/06/2024,01/10/2030
VEN-00810,2,29,3,31/10/2025,01/08/2026
VEN-00811,2,21,4,31/10/2022,01/06/2029
VEN-00812,2,28,3,02/03/2023,31/01/2027
VEN-00813,4,23,3,01/07/2025,02/05/2030
VEN-00814,0,24,4,01/12/2019,01/09/2026
VEN-00815,0,27,2,30/09/2020,01/06/2029
VEN-00816,1,32,5,01/04/2025,31/12/2029
VEN-00817,2,26,6,31/08/2017,31/08/2028
VEN-00818,0,31,4,01/06/2021,01/10/2027
VEN-00819,1,24,4,31/01/2020,31/12/2027
VEN-00820,2,30,5,31/12/2019,01/06/2027
VEN-00821,4,20,5,01/08/2017,31/12/2025
VEN-00822,0,36,3,01/09/2023,01/03/2028
VEN-00823,3,35,3,01/07/2025,30/09/2028
VEN-00824,3,21,1,01/10/2023,01/07/2029
VEN-00825,1,27,4,02/03/2019,31/08/2025
VEN-00826,1,27,4,02/04/2019,30/01/2029
VEN-00827,2,21,4,31/10/2022,01/12/2026
VEN-00828,2,30,1,01/04/2016,02/05/2029
VEN-00829,0,26,2,31/01/2019,01/03/2028
VEN-00830,2,21,5,01/12/2022,01/10/2030
VEN-00831,2,25,5,31/01/2016,01/12/2025
VEN-00832,0,18,1,01/12/2023,01/10/2026
VEN-00833,1,38,2,31/08/2025,01/06/2029
VEN-00834,3,16,3,31/01/2016,02/07/2026
VEN-00835,3,26,3,01/08/2021,01/10/2026
VEN-00836,1,29,4,01/08/2017,31/12/2028
VEN-00837,4,31,4,01/05/2017,01/04/2028
VEN-00838,3,28,2,01/08/2016,02/03/2026
VEN-00839,1,32,2,02/05/2018,02/03/2027
VEN-00840,2,27,2,01/07/2025,31/12/2028
VEN-00841,2,23,5,01/07/2020,31/08/2025
VEN-00842,2,29,8,01/08/2016,01/10/2030
VEN-00843,2,29,4,02/05/2018,01/08/2027
VEN-00844,1,24,5,01/08/2017,01/12/2027
VEN-00845,3,28,5,30/01/2018,30/01/2029
VEN-00846,3,31,1,31/12/2022,02/07/2026
VEN-00847,0,28,1,02/03/2018,01/07/2028
VEN-00848,2,23,6,01/10/2019,31/12/2030
VEN-00849,3,30,8,01/03/2020,31/10/2030
VEN-00850,4,31,3,01/04/2024,02/07/2027
VEN-00851,0,25,4,31/10/2024,31/12/2030
VEN-00852,2,24,4,01/10/2021,01/12/2025
VEN-00853,1,27,5,02/07/2023,02/07/2030
VEN-00854,2,20,6,01/12/2019,01/09/2027
VEN-00855,3,23,2,31/10/2022,31/01/2027
VEN-00856,0,24,6,31/10/2024,31/10/2025
VEN-00857,4,30,3,01/08/2025,31/10/2028
VEN-00858,1,29,1,01/05/2016,01/10/2025
VEN-00859,3,31,3,30/11/2024,01/07/2029
VEN-00860,4,32,6,31/08/2016,01/08/2025
VEN-00861,2,18,2,01/05/2020,01/05/2028
VEN-00862,1,22,4,01/04/2017,01/12/2027
VEN-00863,2,35,2,31/10/2016,31/12/2030
VEN-00864,0,21,3,31/08/2024,01/12/2027
VEN-00865,1,28,6,01/08/2020,31/01/2027
VEN-00866,6,31,5,02/04/2019,01/07/2029
VEN-00867,4,32,7,01/09/2019,01/04/2030
VEN-00868,2,25,3,30/01/2017,01/06/2028
VEN-00869,4,26,3,01/04/2024,31/08/2029
VEN-00870,1,33,5,01/08/2024,01/04/2030
VEN-00871,3,27,7,01/08/2017,01/12/2027
VEN-00872,4,33,3,02/07/2019,02/05/2030
VEN-00873,2,27,4,30/09/2016,01/12/2029
VEN-00874,3,35,3,01/12/2023,01/04/2026
VEN-00875,3,19,5,01/06/2025,01/10/2027
VEN-00876,2,26,3,31/01/2019,01/07/2025
VEN-00877,3,26,5,01/06/2018,31/08/2029
VEN-00878,0,23,3,02/07/2019,02/05/2029
VEN-00879,2,24,4,01/07/2025,01/07/2025
VEN-00880,2,26,4,01/04/2017,01/05/2025
VEN-00881,0,28,4,01/06/2023,30/09/2028
VEN-00882,0,25,3,30/01/2021,01/08/2027
VEN-00883,2,34,6,01/10/2025,01/08/2025
VEN-00884,4,29,2,02/05/2018,01/08/2025
VEN-00885,1,24,3,01/10/2017,01/04/2030
VEN-00886,3,27,8,01/01/2024,01/12/2027
VEN-00887,1,31,7,02/03/2025,31/08/2029
VEN-00888,0,19,5,02/07/2019,01/12/2027
VEN-00889,3,26,2,01/06/2020,01/08/2030
VEN-00890,2,21,2,02/03/2017,02/03/2030
VEN-00891,0,30,4,31/12/2022,02/07/2030
VEN-00892,6,33,8,01/10/2018,31/12/2028
VEN-00893,4,31,2,01/07/2017,01/06/2025
VEN-00894,1,34,5,02/03/2017,01/08/2027
VEN-00895,1,15,6,30/01/2025,31/10/2025
VEN-00896,2,35,4,01/09/2019,01/04/2028
VEN-00897,7,16,3,02/07/2022,31/01/2028
VEN-00898,3,37,5,01/06/2020,01/06/2028
VEN-00899,1,30,6,02/04/2019,31/08/2030
VEN-00900,2,23,3,31/10/2016,01/08/2026
VEN-00901,3,22,5,01/04/2021,02/05/2030
VEN-00902,1,31,4,01/10/2022,01/10/2029
VEN-00903,1,27,5,01/01/2024,01/11/2027
VEN-00904,1,18,4,02/07/2018,31/12/2027
VEN-00905,1,30,2,01/08/2022,01/08/2027
VEN-00906,3,28,2,31/12/2018,31/12/2028
VEN-00907,1,26,3,02/04/2023,01/10/2029
VEN-00908,3,37,4,31/10/2017,01/07/2025
VEN-00909,0,22,4,02/04/2019,31/12/2030
VEN-00910,3,26,4,31/12/2020,01/12/2025
VEN-00911,3,30,5,31/01/2016,02/03/2026
VEN-00912,2,31,2,31/12/2020,31/08/2028
VEN-00913,5,30,5,01/08/2020,01/12/2025
VEN-00914,4,20,4,01/08/2025,01/08/2029
VEN-00915,3,32,3,02/07/2019,01/08/2026
VEN-00916,1,28,4,31/08/2016,02/03/2027
VEN-00917,2,32,2,01/03/2020,31/08/2028
VEN-00918,2,23,5,30/01/2022,01/10/2030
VEN-00919,2,23,5,02/07/2019,01/06/2026
VEN-00920,0,27,4,01/06/2020,02/03/2030
VEN-00921,1,30,3,01/11/2023,30/01/2029
VEN-00922,0,29,6,01/01/2024,01/05/2028
VEN-00923,4,32,5,31/12/2016,02/05/2030
VEN-00924,1,40,7,01/11/2019,31/12/2028
VEN-00925,3,21,4,30/01/2017,01/12/2029
VEN-00926,0,31,6,02/07/2022,31/08/2028
VEN-00927,1,23,3,01/06/2016,31/12/2027
VEN-00928,2,24,3,31/01/2020,31/01/2027
VEN-00929,2,27,3,01/05/2017,31/10/2026
VEN-00930,1,30,6,01/08/2018,31/08/2025
VEN-00931,0,24,3,31/08/2016,01/12/2026
VEN-00932,2,26,6,01/11/2019,01/12/2029
VEN-00933,4,32,2,01/04/2018,31/12/2026
VEN-00934,1,37,4,31/08/2025,01/12/2027
VEN-00935,1,31,8,01/08/2020,02/07/2027
VEN-00936,1,28,3,01/12/2017,02/03/2030
VEN-00937,0,26,4,01/10/2017,01/08/2028
VEN-00938,3,21,3,01/05/2020,01/06/2027
VEN-00939,2,27,5,01/07/2016,31/08/2030
VEN-00940,0,30,4,01/08/2023,01/05/2025
VEN-00941,2,38,1,31/12/2017,30/01/2026
VEN-00942,0,28,1,01/10/2022,31/12/2025
VEN-00943,2,23,5,02/05/2023,31/10/2025
VEN-00944,1,28,4,31/10/2017,02/03/2026
VEN-00945,2,27,5,01/12/2017,01/04/2029
VEN-00946,3,22,5,01/08/2016,01/07/2029
VEN-00947,1,37,5,31/08/2021,01/10/2025
VEN-00948,2,31,2,31/10/2017,01/07/2025
VEN-00949,2,26,4,01/04/2018,02/07/2030
VEN-00950,0,30,5,30/01/2017,31/12/2029
VEN-00951,3,26,4,31/10/2022,31/10/2029
VEN-00952,3,38,5,30/01/2021,01/04/2029
VEN-00953,0,23,3,01/12/2018,01/09/2027
VEN-00954,1,25,2,01/10/2021,02/03/2027
VEN-00955,1,30,8,01/01/2016,02/03/2027
VEN-00956,0,26,3,01/10/2017,01/05/2028
VEN-00957,2,28,2,01/10/2025,01/08/2025
VEN-00958,3,31,4,31/12/2021,31/08/2030
VEN-00959,3,31,4,01/08/2020,01/12/2030
VEN-00960,1,25,4,01/12/2018,31/08/2025
VEN-00961,2,31,1,01/08/2020,01/05/2028
VEN-00962,2,30,4,01/11/2019,01/06/2027
VEN-00963,1,22,4,31/01/2020,01/06/2027
VEN-00964,1,22,6,01/06/2024,02/07/2027
VEN-00965,4,28,4,01/06/2022,01/05/2028
VEN-00966,3,37,6,31/10/2022,31/10/2030
VEN-00967,2,26,5,01/04/2022,01/07/2029
VEN-00968,2,24,5,01/11/2023,01/12/2030
VEN-00969,3,27,6,01/06/2016,31/10/2026
VEN-00970,1,26,6,31/08/2024,02/03/2030
VEN-00971,3,24,3,31/08/2022,01/09/2027
VEN-00972,0,25,6,01/10/2021,02/07/2027
VEN-00973,2,30,2,01/10/2019,01/08/2025
VEN-00974,1,17,3,01/01/2024,01/06/2030
VEN-00975,2,26,7,01/12/2018,01/12/2025
VEN-00976,2,26,10,01/04/2025,31/01/2028
VEN-00977,1,27,1,01/05/2025,01/12/2030
VEN-00978,1,29,4,01/12/2023,31/12/2028
VEN-00979,3,27,5,01/10/2023,31/12/2025
VEN-00980,2,27,2,01/10/2019,31/08/2030
VEN-00981,3,33,3,01/12/2017,30/09/2028
VEN-00982,0,25,4,31/10/2017,01/10/2026
VEN-00983,3,35,8,01/03/2024,31/10/2026
VEN-00984,1,34,5,02/05/2021,01/04/2030
VEN-00985,0,24,7,01/04/2024,31/08/2028
VEN-00986,1,35,4,01/11/2019,01/08/2027
VEN-00987,3,29,2,01/06/2023,31/12/2026
VEN-00988,2,31,3,01/06/2019,02/05/2030
VEN-00989,0,33,4,01/04/2018,02/05/2027
VEN-00990,2,22,8,01/06/2019,01/06/2028
VEN-00991,4,30,3,01/12/2025,01/10/2025
VEN-00992,0,33,1,31/01/2016,01/10/2026
VEN-00993,3,25,4,01/06/2021,31/10/2029
VEN-00994,0,15,5,01/11/2019,31/08/2029
VEN-00995,1,33,3,31/01/2019,01/12/2030
VEN-00996,3,32,1,01/07/2020,01/12/2025
VEN-00997,3,35,3,01/06/2016,01/04/2028
VEN-00998,0,20,2,01/04/2017,30/01/2026
VEN-00999,2,18,2,01/06/2019,01/08/2029
VEN-01000,1,27,7,01/10/2019,02/03/2026
VEN-01001,3,24,7,02/07/2022,31/12/2025
VEN-01002,2,27,6,01/06/2021,30/01/2030
VEN-01003,2,29,4,01/12/2025,31/12/2025
VEN-01004,2,21,2,02/07/2018,02/05/2030
VEN-01005,0,29,5,31/08/2024,01/08/2029
VEN-01006,3,22,4,01/10/2023,01/08/2028
VEN-01007,0,26,4,01/03/2020,30/01/2026
VEN-01008,1,27,4,02/04/2019,01/12/2026
VEN-01009,4,30,4,01/08/2025,02/07/2026
VEN-01010,2,31,6,01/04/2018,01/08/2027
VEN-01011,1,40,6,01/08/2024,01/06/2026
VEN-01012,2,23,2,01/08/2019,02/05/2026
VEN-01013,2,32,5,02/03/2018,02/03/2027
VEN-01014,5,27,2,31/01/2024,01/05/2025
VEN-01015,1,22,2,31/12/2021,02/07/2030
VEN-01016,3,16,6,31/10/2020,30/01/2030
VEN-01017,0,22,4,01/06/2020,31/10/2026
VEN-01018,1,24,2,31/10/2017,01/06/2026
VEN-01019,1,29,6,01/06/2016,02/05/2030
VEN-01020,3,23,3,01/12/2021,01/10/2025
VEN-01021,3,32,5,31/12/2019,31/08/2029
VEN-01022,4,24,2,31/08/2016,30/01/2026
VEN-01023,3,32,5,01/12/2019,01/10/2025
VEN-01024,2,28,5,01/07/2025,01/08/2030
VEN-01025,2,23,5,31/10/2022,01/06/2028
VEN-01026,1,29,7,02/05/2019,01/06/2027
VEN-01027,0,24,4,31/01/2016,01/08/2025
VEN-01028,5,29,5,01/09/2023,31/12/2028
VEN-01029,1,26,4,01/11/2023,01/08/2028
VEN-01030,2,23,3,02/07/2019,01/07/2025
VEN-01031,1,22,3,31/10/2024,01/06/2029
